year,month,appendix_number,location_name,sector,commodity,sub_item,attribute,value,error_number_prefix,error_plus_prefix,error_minus_prefix,error_bullet_prefix,error_number_suffix,error_number_in_middle,error_empty_parens,error_unclosed_parens,error_leading_space,error_trailing_space,error_multiple_spaces,error_space_in_word,error_concatenated_locations,error_special_chars,error_unicode_issues,error_only_numbers,error_single_char,error_typo_spacing,error_contains_metadata,error_location_list,error_types
2008,3,PL1,+ Bắc Trung bộ,Cultivation,Unknown,,Area_Planted,3283,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"plus_prefix, space_in_word, typo_spacing"
2008,3,PL1,- Khoai lang,Cultivation,Khoai lang,,Area_Planted,926,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,3,PL1,- Lạc,Cultivation,Lạc,,Area_Planted,1681,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,"minus_prefix, typo_spacing"
2008,3,PL1,- Miền Nam,Cultivation,Unknown,,Area_Planted,18676,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,3,PL1,- Mía (trồng mới),Cultivation,Unknown,,Area_Planted,502,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,3,PL1,- Sắn,Cultivation,Sắn,,Area_Planted,1054,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,"minus_prefix, typo_spacing"
2008,3,PL1,- Thuốc lá,Cultivation,Unknown,,Area_Planted,165,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,3,PL1,1. Gieo cấy lúa đông xuân cả nước,Cultivation,Lúa,Đông Xuân,Area_Planted,29317,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2008,3,PL1,2. Thu hoạch lúa đông xuân miền Nam,Cultivation,Lúa,Đông Xuân,Area_Harvested,9920,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2008,3,PL1,3. Gieo cấy lúa hè thu ở ĐBSCL,Cultivation,Unknown,,Area_Planted,1126,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2008,3,PL1,4. Gieo trồng màu(*),Cultivation,Unknown,,Area_Planted,5830,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"number_prefix, space_in_word, typo_spacing"
2008,3,PL1,5. Gieo trồng cây công nghiệp ngắn ngày(*),Cultivation,Cây công nghiệp ngắn ngày,,Area_Planted,3345,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2008,3,PL1,"6. Gieo trồng rau, đậu các loại(*)",Cultivation,Rau đậu,,Area_Planted,3396,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"number_prefix, space_in_word, typo_spacing"
2008,4,PL1,-  Khoai lang,Cultivation,Khoai lang,,Area_Planted,868,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,"minus_prefix, multiple_spaces, space_in_word, typo_spacing"
2008,4,PL1,-  Lạc,Cultivation,Lạc,,Area_Planted,1722,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,"minus_prefix, multiple_spaces, typo_spacing"
2008,4,PL1,-  Sắn,Cultivation,Sắn,,Area_Planted,1592,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,"minus_prefix, multiple_spaces, typo_spacing"
2008,4,PL1,"- Thuốc lá, thuốc lào",Cultivation,Unknown,,Area_Planted,179,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,4,PL1,1. Gieo cấy lúa hè thu miền Nam,Cultivation,Unknown,,Area_Planted,4412,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2008,4,PL1,2. Thu hoạch lúa đông xuân miền Nam,Cultivation,Lúa,Đông Xuân,Area_Harvested,16532,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2008,4,PL1,3.1. Gieo trồng màu lương thực,Cultivation,Màu lương thực,,Area_Planted,7454,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2008,4,PL1,3.2. Gieo trồng cây công nghiệp,Cultivation,Unknown,,Area_Planted,3525,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2008,4,PL1,"4. Gieo trồng rau, đậu các loại",Cultivation,Rau đậu,,Area_Planted,4320,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"number_prefix, space_in_word, typo_spacing"
2008,5,PL1,+ Vùng Tây Nguyên,Cultivation,Unknown,,Area_Planted,507,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"plus_prefix, space_in_word, typo_spacing"
2008,5,PL1,+ Vùng Đông Nam bộ,Cultivation,Unknown,,Area_Planted,899,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"plus_prefix, space_in_word, typo_spacing"
2008,5,PL1,+ Vùng Đồng bằng sông Cửu Long,Cultivation,Unknown,,Area_Planted,15437,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"plus_prefix, space_in_word, typo_spacing, location_list"
2008,5,PL1,- Khoai lang,Cultivation,Khoai lang,,Area_Planted,994,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,5,PL1,- Mía (trồng mới),Cultivation,Unknown,,Area_Planted,1023,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,5,PL1,- Sắn,Cultivation,Sắn,,Area_Planted,2509,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,"minus_prefix, typo_spacing"
2008,5,PL1,"- Thuốc lá, thuốc lào",Cultivation,Unknown,,Area_Planted,196,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,5,PL1,- Đậu tương,Cultivation,Đậu tương,,Area_Planted,1298,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,5,PL1,1. Gieo cấy lúa hè thu miền Nam,Cultivation,Unknown,,Area_Planted,13446,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2008,5,PL1,2. Thu hoạch lúa đông xuân ở miền Nam,Cultivation,Lúa,Đông Xuân,Area_Harvested,18441,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2008,5,PL1,3.1 Gieo trồng màu lương thực,Cultivation,Màu lương thực,,Area_Planted,10895,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2008,5,PL1,3.2. Gieo trồng cây công nghiệp ngắn ngày,Cultivation,Cây công nghiệp ngắn ngày,,Area_Planted,4654,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"space_in_word, typo_spacing, location_list"
2008,5,PL1,"4. Gieo trồng rau, đậu các loại",Cultivation,Rau đậu,,Area_Planted,5012,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"number_prefix, space_in_word, typo_spacing"
2008,6,Actual,4.Tổng sản lượng lương thực sơ bộ ĐX 2009 ,Provincial,Cultivation,Unknown,,Area_Planted,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,"number_in_middle, trailing_space, space_in_word, typo_spacing, contains_metadata, location_list"
2008,6,PL1,- Bắc Trung bộ294.1,Cultivation,Unknown,,Area_Planted,3361,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, number_suffix, space_in_word, typo_spacing"
2008,6,PL1,- Khoai lang111.5,Cultivation,Khoai lang,,Area_Planted,1129,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, number_suffix, space_in_word, typo_spacing"
2008,6,PL1,"- Miền Nam1,926.2",Cultivation,Unknown,,Area_Planted,18872,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,6,PL1,- Mía (trồng mới)143.8,Cultivation,Unknown,,Area_Planted,1507,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,6,PL1,- Sắn295.2,Cultivation,Sắn,,Area_Planted,3062,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,"minus_prefix, number_suffix, typo_spacing"
2008,6,PL1,- Thuốc lá24.9,Cultivation,Unknown,,Area_Planted,255,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, number_suffix, space_in_word, typo_spacing"
2008,6,PL1,- Đậu tương,Cultivation,Đậu tương,,Area_Planted,1379,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,6,PL1,1. Thu hoạch lúa đông xuân miền Bắc658.8,Cultivation,Lúa,Đông Xuân,Area_Harvested,9694,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, number_suffix, space_in_word, typo_spacing, location_list"
2008,6,PL1,"2. Gieo cấy lúa hè thu cả nước2,044.9",Cultivation,Unknown,,Area_Planted,20168,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2008,6,PL1,"3.1 Gieo trồng màu lương thực1,226.5",Cultivation,Màu lương thực,,Area_Planted,12228,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2008,6,PL1,"3.3 Gieo trồng rau, đậu các loại",Cultivation,Rau đậu,,Area_Planted,5336,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2008,6,PL1,Miền Nam,Cultivation,Unknown,,Area_Planted,121561,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2008,6,PL1,Ngô,Cultivation,Ngô,,Area_Planted,20510,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,typo_spacing
2008,7,PL1,-  Miền Nam,Cultivation,Unknown,,Area_Planted,2129,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,"minus_prefix, multiple_spaces, space_in_word, typo_spacing"
2008,7,PL1,-  Mía (trồng mới),Cultivation,Unknown,,Area_Planted,1478,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,"minus_prefix, multiple_spaces, space_in_word, typo_spacing"
2008,7,PL1,-  Thuốc lá,Cultivation,Unknown,,Area_Planted,245,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,"minus_prefix, multiple_spaces, space_in_word, typo_spacing"
2008,7,PL1,-  Đậu tương,Cultivation,Đậu tương,,Area_Planted,1458,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,"minus_prefix, multiple_spaces, space_in_word, typo_spacing"
2008,7,PL1,- Khoai lang,Cultivation,Khoai lang,,Area_Planted,1135,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,7,PL1,- Sắn,Cultivation,Sắn,,Area_Planted,4245,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,"minus_prefix, typo_spacing"
2008,7,PL1,1. Thu hoạch lúa hè thu miền Nam,Cultivation,Unknown,,Area_Planted,5781,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2008,7,PL1,2. Gieo cấy lúa mùa cả nước,Cultivation,Unknown,,Area_Planted,11407,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2008,7,PL1,3.1 Gieo trồng màu lương thực,Cultivation,Màu lương thực,,Area_Planted,13590,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2008,7,PL1,3.2 Gieo trồng cây công nghiệp ngắn ngày,Cultivation,Cây công nghiệp ngắn ngày,,Area_Planted,5536,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"space_in_word, typo_spacing, location_list"
2008,7,PL1,"3.3 Gieo trồng rau, đậu các loại",Cultivation,Rau đậu,,Area_Planted,5598,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2008,8,PL1,1. Thu hoạch lúa hè thu miền Nam,Cultivation,Unknown,,Area_Planted,12238,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2008,8,PL1,2. Gieo cấy lúa mùa cả nước,Cultivation,Unknown,,Area_Planted,14642,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2008,8,PL1,3.1 Gieo trồng màu lương thực,Cultivation,Unknown,,Area_Planted,13876,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2008,8,PL1,3.2 Gieo trồng cây công nghiệp ngắn ngày,Cultivation,Unknown,,Area_Planted,6225,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"space_in_word, typo_spacing, location_list"
2008,8,PL1,"3.3 Gieo trồng rau, đậu các loại",Cultivation,Unknown,,Area_Planted,6144,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2008,8,PL1,Chia ra:    ‐  Miền Bắc,Cultivation,Unknown,,Area_Planted,11706,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,"multiple_spaces, space_in_word, typo_spacing"
2008,8,PL1,Trong đó:  ‐  Lạc,Cultivation,Lạc,,Area_Planted,2356,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,"multiple_spaces, space_in_word, typo_spacing"
2008,8,PL1,Trong đó: ‐ Ngô,Cultivation,Ngô,,Area_Planted,8319,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2008,8,PL1,Trong đó: ‐  Đồng bằng sông Cửu Long,Cultivation,Unknown,,Area_Planted,11170,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,"multiple_spaces, space_in_word, typo_spacing, location_list"
2008,8,PL1,‐ Khoai lang,Cultivation,Unknown,,Area_Planted,1173,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"bullet_prefix, space_in_word, typo_spacing"
2008,8,PL1,‐ Sắn,Cultivation,Sắn,,Area_Planted,4119,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,"bullet_prefix, typo_spacing"
2008,8,PL1,‐  Miền Nam,Cultivation,Unknown,,Area_Planted,2937,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,"bullet_prefix, multiple_spaces, space_in_word, typo_spacing"
2008,8,PL1,‐  Thuốc lá,Cultivation,Unknown,,Area_Planted,205,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,"bullet_prefix, multiple_spaces, space_in_word, typo_spacing"
2008,8,PL1,‐  Đậu tương,Cultivation,Unknown,,Area_Planted,1678,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,"bullet_prefix, multiple_spaces, space_in_word, typo_spacing"
2008,9,PL1,- Khoai lang,Cultivation,Khoai lang,,Area_Planted,1214,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,9,PL1,- Miền Nam,Cultivation,Unknown,,Area_Planted,4916,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,9,PL1,- Sắn,Cultivation,Sắn,,Area_Planted,4252,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,"minus_prefix, typo_spacing"
2008,9,PL1,- Đậu tương,Cultivation,Đậu tương,,Area_Planted,1915,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,9,PL1,1. Thu hoạch lúa hè thu ở miền Nam,Cultivation,Unknown,,Area_Planted,17856,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2008,9,PL1,2. Gieo cấy lúa mùa cả nước,Cultivation,Unknown,,Area_Planted,17042,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2008,9,PL1,3.1 Gieo trồng màu lương thực,Cultivation,Màu lương thực,,Area_Planted,14922,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2008,9,PL1,3.2 Gieo trồng cây công nghiệp ngắn ngày,Cultivation,Cây công nghiệp ngắn ngày,,Area_Planted,6572,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"space_in_word, typo_spacing, location_list"
2008,9,PL1,"3.3 Gieo trồng rau, đậu các loại",Cultivation,Rau đậu,,Area_Planted,6652,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"space_in_word, typo_spacing"
2008,10,PL1,+ Vùng Bắc Trung bộ,Cultivation,Unknown,,Area_Planted,1356,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"plus_prefix, space_in_word, typo_spacing"
2008,10,PL1,- Khoai lang,Cultivation,Khoai lang,,Area_Planted,357,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,10,PL1,- Lạc,Cultivation,Lạc,,Area_Planted,81,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,"minus_prefix, typo_spacing"
2008,10,PL1,"- Rau, đậu các loại",Cultivation,Rau đậu,,Area_Planted,687,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,10,PL1,- Đậu tương,Cultivation,Đậu tương,,Area_Planted,688,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,10,PL1,1. Thu hoạch lúa mùa ở miền Bắc,Cultivation,Unknown,,Area_Planted,7047,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2008,10,PL1,2. Gieo cấy lúa mùa ở miền Nam,Cultivation,Unknown,,Area_Planted,7745,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2008,10,PL1,3. Gieo cấy lúa đông xuân ở miền Nam,Cultivation,Lúa,Đông Xuân,Area_Planted,2349,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2008,10,PL1,4. Gieo trồng cây vụ đông ở miền Bắc,Cultivation,Unknown,,Area_Planted,3374,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2008,11,PL1,- Khoai lang,Cultivation,Khoai lang,,Area_Planted,556,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,11,PL1,- Miền Nam,Cultivation,Unknown,,Area_Planted,3104,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,11,PL1,"- Rau, đậu các loại",Cultivation,Rau đậu,,Area_Planted,1004,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,11,PL1,- Đậu tương,Cultivation,Đậu tương,,Area_Planted,780,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,11,PL1,1. Thu hoạch lúa mùa cả nước,Cultivation,Unknown,,Area_Planted,14559,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2008,11,PL1,2. Gieo cấy lúa đông xuân ở miền Nam,Cultivation,Lúa,Đông Xuân,Area_Planted,2746,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2008,11,PL1,3. Gieo trồng cây vụ đông ở miền Bắc,Cultivation,Unknown,,Area_Planted,3902,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2008,12,PL1,- Khoai lang,Cultivation,Khoai lang,,Area_Planted,629,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,12,PL1,"- Rau, đậu các loại",Cultivation,Rau đậu,,Area_Planted,1190,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,12,PL1,- Đậu tương,Cultivation,Đậu tương,,Area_Planted,640,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2008,12,PL1,1. Gieo cấy lúa đông xuân ở miền Nam,Cultivation,Lúa,Đông Xuân,Area_Planted,10094,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2008,12,PL1,2. Thu hoạch lúa mùa ở miền Nam,Cultivation,Unknown,,Area_Planted,4536,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2008,12,PL1,3. Gieo trồng cây vụ đông ở miền Bắc,Cultivation,Unknown,,Area_Planted,4375,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2009,1,PL1,- Khoai lang,Cultivation,Khoai lang,,Area_Planted,578.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2009,1,PL1,- Lạc,Cultivation,Lạc,,Area_Planted,285.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,"minus_prefix, typo_spacing"
2009,1,PL1,- Miền Nam,Cultivation,Unknown,,Area_Planted,17202.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,"minus_prefix, space_in_word, typo_spacing"
2009,1,PL1,1. Gieo cấy lúa đông xuân cả nước,Cultivation,Lúa,Đông Xuân,Area_Planted,18227.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2009,1,PL1,2. Thu hoạch lúa mùa miền Nam,Cultivation,Unknown,,Area_Planted,6803.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, space_in_word, typo_spacing, location_list"
2009,1,PL1,3. Gieo trồng màu lương thực(),Cultivation,Màu lương thực,,Area_Planted,2824.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,"number_prefix, empty_parens, space_in_word, typo_spacing"
2009,1,PL1,4. Gieo trồng cây công nghiệp ngắn ngày(),Cultivation,Cây công nghiệp ngắn ngày,,Area_Planted,1047.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,"number_prefix, empty_parens, space_in_word, typo_spacing, location_list"
