record_id,year,month,report_date,period_type,geo_level,location_name,region_id,region_name_vn,sector,commodity,sub_item,variety,processing_level,attribute,value,unit,data_type,comparison_type,comparison_value,base_period,base_value,source_file,appendix_number
f7a8b9c0-d1e2-3f4a-5b6c-7d8e9f0a1b2c,2009,2,2009-02-15,Cumulative,National,Cả nước,NATIONAL,,Cultivation,"Rau, đậu các loại",,,,Area_Planted,302.5,1000_ha,Actual,YoY,98.6,2008-02-15,306.7,2009_02_PHULUC_t02_2009_FINAL_PL1.md,PL1
xxxx,2009,2,2009-02-15,,Provincial,Nghệ An,R4,Miền Bắc,Cultivation,Lúa,Đông Xuân,,Raw,Area_Planted,84.4,1000_ha,Actual,None,,,,2009_02_PHULUC_t02_2009_FINAL_PL2.md,PL2
xxxx,2009,2,2009-02-15,,Provincial,Nghệ An,R4,Miền Bắc,Cultivation,Cây màu lương thực,,,Raw,Area_Planted,14.0,1000_ha,Actual,None,,,,2009_02_PHULUC_t02_2009_FINAL_PL2.md,PL2
xxxx,2009,2,2009-02-15,,Provincial,Nghệ An,R4,Miền Bắc,Cultivation,Ngô,,,Raw,Area_Planted,11.5,1000_ha,Actual,None,,,,2009_02_PHULUC_t02_2009_FINAL_PL2.md,PL2
xxxx,2009,2,2009-02-15,,Provincial,Nghệ An,R4,Miền Bắc,Cultivation,Cây màu khác,,,Raw,Area_Planted,2.5,1000_ha,Actual,None,,,,2009_02_PHULUC_t02_2009_FINAL_PL2.md,PL2
xxxx,2009,2,2009-02-15,,Provincial,Hà Tĩnh,R4,Miền Bắc,Cultivation,Lúa,Đông Xuân,,Raw,Area_Planted,41.353,1000_ha,Actual,None,,,,2009_02_PHULUC_t02_2009_FINAL_PL2.md,PL2
xxxx,2009,2,2009-02-15,,Provincial,Hà Tĩnh,R4,Miền Bắc,Cultivation,Cây màu lương thực,,,Raw,Area_Planted,2.75,1000_ha,Actual,None,,,,2009_02_PHULUC_t02_2009_FINAL_PL2.md,PL2
xxxx,2009,2,2009-02-15,,Provincial,Hà Tĩnh,R4,Miền Bắc,Cultivation,Cây màu khác,,,Raw,Area_Planted,2.75,1000_ha,Actual,None,,,,2009_02_PHULUC_t02_2009_FINAL_PL2.md,PL2
xxxx,2009,2,2009-02-15,,Provincial,Quảng Bình,R4,Miền Bắc,Cultivation,Lúa,Đông Xuân,,Raw,Area_Planted,27.0,1000_ha,Actual,None,,,,2009_02_PHULUC_t02_2009_FINAL_PL2.md,PL2
xxxx,2009,2,2009-02-15,,Provincial,Quảng Bình,R4,Miền Bắc,Cultivation,Cây màu lương thực,,,Raw,Area_Planted,54.072,1000_ha,Actual,None,,,,2009_02_PHULUC_t02_2009_FINAL_PL2.md,PL2
xxxx,2009,2,2009-02-15,,Provincial,Quảng Bình,R4,Miền Bắc,Cultivation,Ngô,,,Raw,Area_Planted,45.036,1000_ha,Actual,None,,,,2009_02_PHULUC_t02_2009_FINAL_PL2.md,PL2
xxxx,2009,2,2009-02-15,,Provincial,Quảng Bình,R4,Miền Bắc,Cultivation,Sắn,,,Raw,Area_Planted,6.669,1000_ha,Actual,None,,,,2009_02_PHULUC_t02_2009_FINAL_PL2.md,PL2
xxxx,2009,2,2009-02-15,,Provincial,Quảng Bình,R4,Miền Bắc,Cultivation,Cây màu khác,,,Raw,Area_Planted,2.367,1000_ha,Actual,None,,,,2009_02_PHULUC_t02_2009_FINAL_PL2.md,PL2
xxxx,2009,2,2009-02-15,,Provincial,Quảng Trị,R4,Miền Bắc,Cultivation,Lúa,Đông Xuân,,Raw,Area_Planted,23.504,1000_ha,Actual,None,,,,2009_02_PHULUC_t02_2009_FINAL_PL2.md,PL2
xxxx,2009,2,2009-02-15,,Provincial,Quảng Trị,R4,Miền Bắc,Cultivation,Mạ,,,Raw,Area_Seedling,10.0,1000_ha,Actual,None,,,,2009_02_PHULUC_t02_2009_FINAL_PL2.md,PL2
xxxx,2009,2,2009-02-15,,Provincial,Quảng Trị,R4,Miền Bắc,Cultivation,Cây màu lương thực,,,Raw,Area_Planted,10.1,1000_ha,Actual,None,,,,2009_02_PHULUC_t02_2009_FINAL_PL2.md,PL2
xxxx,2009,2,2009-02-15,,Provincial,Quảng Trị,R4,Miền Bắc,Cultivation,Ngô,,,Raw,Area_Planted,1.8,1000_ha,Actual,None,,,,2009_02_PHULUC_t02_2009_FINAL_PL2.md,PL2
xxxx,2009,2,2009-02-15,,Provincial,Quảng Trị,R4,Miền Bắc,Cultivation,Sắn,,,Raw,Area_Planted,6.3,1000_ha,Actual,None,,,,2009_02_PHULUC_t02_2009_FINAL_PL2.md,PL2
xxxx,2009,2,2009-02-15,,Provincial,Quảng Trị,R4,Miền Bắc,Cultivation,Cây màu khác,,,Raw,Area_Planted,2.0,1000_ha,Actual,None,,,,2009_02_PHULUC_t02_2009_FINAL_PL2.md,PL2
xxxx,2009,2,2009-02-15,,Provincial,Thừa Thiên Huế,R4,Miền Bắc,Cultivation,Lúa,Đông Xuân,,Raw,Area_Planted,25.797,1000_ha,Actual,None,,,,2009_02_PHULUC_t02_2009_FINAL_PL2.md,PL2
xxxx,2009,2,2009-02-15,,Provincial,Thừa Thiên Huế,R4,Miền Bắc,Cultivation,Mạ,,,Raw,Area_Seedling,0.369,1000_ha,Actual,None,,,,2009_02_PHULUC_t02_2009_FINAL_PL2.md,PL2
xxxx,2009,2,2009-02-15,,Provincial,Thừa Thiên Huế,R4,Miền Bắc,Cultivation,Cây màu lương thực,,,Raw,Area_Planted,4.34,1000_ha,Actual,None,,,,2009_02_PHULUC_t02_2009_FINAL_PL2.md,PL2
xxxx,2009,2,2009-02-15,,Provincial,Thừa Thiên Huế,R4,Miền Bắc,Cultivation,Ngô,,,Raw,Area_Planted,1.753,1000_ha,Actual,None,,,,2009_02_PHULUC_t02_2009_FINAL_PL2.md,PL2
xxxx,2009,2,2009-02-15,,Provincial,Thừa Thiên Huế,R4,Miền Bắc,Cultivation,Sắn,,,Raw,Area_Planted,5.338,1000_ha,Actual,None,,,,2009_02_PHULUC_t02_2009_FINAL_PL2.md,PL2
xxxx,2009,2,2009-02-15,,Provincial,Thừa Thiên Huế,R4,Miền Bắc,Cultivation,Cây màu khác,,,Raw,Area_Planted,2.587,1000_ha,Actual,None,,,,2009_02_PHULUC_t02_2009_FINAL_PL2.md,PL2
a0e1b2c3-d4e5-4f6a-7b8c-9d0e1f2a3b4c,2009,2,2009-02-15,Monthly,Regional,Miền Bắc,NORTH,,Cultivation,Lúa,Đông Xuân,,,Area_Planted,933.587,1000_ha,Actual,,,,,2009_02.md,PL2
b1c2d3e4-f5a6-7b8c-9d0e-1f2a3b4c5d6e,2009,2,2009-02-15,Monthly,Regional,Miền Bắc,NORTH,,Cultivation,Mạ,,,,Area_Seedling,29.421,1000_ha,Actual,,,,,2009_02.md,PL2
c2d3e4f5-a6b7-8c9d-0e1f-2a3b4c5d6e7f,2009,2,2009-02-15,Monthly,Regional,Miền Bắc,NORTH,,Cultivation,Cây màu lương thực,,,,Area_Planted,206.367,1000_ha,Actual,,,,,2009_02.md,PL2
d3e4f5a6-b7c8-9d0e-1f2a-3b4c5d6e7f8a,2009,2,2009-02-15,Monthly,Regional,Miền Bắc,NORTH,,Cultivation,Ngô,,,,Area_Planted,139.01,1000_ha,Actual,,,,,2009_02.md,PL2
e4f5a6b7-c8d9-0e1f-2a3b-4c5d6e7f8a9b,2009,2,2009-02-15,Monthly,Regional,Miền Bắc,NORTH,,Cultivation,Khoai lang,,,,Area_Planted,16.964,1000_ha,Actual,,,,,2009_02.md,PL2
f5a6b7c8-d9e0-1f2a-3b4c-5d6e7f8a9b0c,2009,2,2009-02-15,Monthly,Regional,Miền Bắc,NORTH,,Cultivation,Sắn,,,,Area_Planted,24.054,1000_ha,Actual,,,,,2009_02.md,PL2
a6b7c8d9-e0f1-2a3b-4c5d-6e7f8a9b0c1d,2009,2,2009-02-15,Monthly,Regional,Miền Bắc,NORTH,,Cultivation,Cây màu lương thực khác,,,,Area_Planted,27.996,1000_ha,Actual,,,,,2009_02.md,PL2
b7c8d9e0-f1a2-3b4c-5d6e-7f8a9b0c1d2e,2009,2,2009-02-15,Monthly,Regional,Đồng bằng sông Hồng,R1,,Cultivation,Lúa,Đông Xuân,,,Area_Planted,446.99,1000_ha,Actual,,,,,2009_02.md,PL2
c8d9e0f1-a2b3-4c5d-6e7f-8a9b0c1d2e3f,2009,2,2009-02-15,Monthly,Regional,Đồng bằng sông Hồng,R1,,Cultivation,Mạ,,,,Area_Seedling,8.33,1000_ha,Actual,,,,,2009_02.md,PL2
d9e0f1a2-b3c4-5d6e-7f8a-9b0c1d2e3f4a,2009,2,2009-02-15,Monthly,Regional,Đồng bằng sông Hồng,R1,,Cultivation,Cây màu lương thực,,,,Area_Planted,43.652,1000_ha,Actual,,,,,2009_02.md,PL2
e0f1a2b3-c4d5-6e7f-8a9b-0c1d2e3f4a5b,2009,2,2009-02-15,Monthly,Regional,Đồng bằng sông Hồng,R1,,Cultivation,Ngô,,,,Area_Planted,24.482,1000_ha,Actual,,,,,2009_02.md,PL2
f1a2b3c4-d5e6-7f8a-9b0c-1d2e3f4a5b6c,2009,2,2009-02-15,Monthly,Regional,Đồng bằng sông Hồng,R1,,Cultivation,Khoai lang,,,,Area_Planted,4.271,1000_ha,Actual,,,,,2009_02.md,PL2
a2b3c4d5-e6f7-8a9b-0c1d-2e3f4a5b6c7d,2009,2,2009-02-15,Monthly,Regional,Đồng bằng sông Hồng,R1,,Cultivation,Sắn,,,,Area_Planted,0.358,1000_ha,Actual,,,,,2009_02.md,PL2
b3c4d5e6-f7a8-9b0c-1d2e-3f4a5b6c7d8e,2009,2,2009-02-15,Monthly,Regional,Đồng bằng sông Hồng,R1,,Cultivation,Cây màu lương thực khác,,,,Area_Planted,10.86,1000_ha,Actual,,,,,2009_02.md,PL2
c4d5e6f7-a8b9-0c1d-2e3f-4a5b6c7d8e9f,2009,2,2009-02-15,Monthly,Provincial,Hà Nội,R1,,Cultivation,Lúa,Đông Xuân,,,Area_Planted,76.786,1000_ha,Actual,,,,,2009_02.md,PL2
d5e6f7a8-b9c0-1d2e-3f4a-5b6c7d8e9f0a,2009,2,2009-02-15,Monthly,Provincial,Hà Nội,R1,,Cultivation,Mạ,,,,Area_Seedling,0.902,1000_ha,Actual,,,,,2009_02.md,PL2
e6f7a8b9-c0d1-2e3f-4a5b-6c7d8e9f0a1b,2009,2,2009-02-15,Monthly,Provincial,Hà Nội,R1,,Cultivation,Cây màu lương thực,,,,Area_Planted,8.096,1000_ha,Actual,,,,,2009_02.md,PL2
f7a8b9c0-d1e2-3f4a-5b6c-7d8e9f0a1b2c,2009,2,2009-02-15,Monthly,Provincial,Hà Nội,R1,,Cultivation,Ngô,,,,Area_Planted,6.941,1000_ha,Actual,,,,,2009_02.md,PL2
a8b9c0d1-e2f3-4a5b-6c7d-8e9f0a1b2c3d,2009,2,2009-02-15,Monthly,Provincial,Hà Nội,R1,,Cultivation,Khoai lang,,,,Area_Planted,0.539,1000_ha,Actual,,,,,2009_02.md,PL2
b9c0d1e2-f3a4-5b6c-7d8e-9f0a1b2c3d4e,2009,2,2009-02-15,Monthly,Provincial,Hà Nội,R1,,Cultivation,Sắn,,,,Area_Planted,0.316,1000_ha,Actual,,,,,2009_02.md,PL2
c0d1e2f3-a4b5-6c7d-8e9f-0a1b2c3d4e5f,2009,2,2009-02-15,Monthly,Provincial,Hà Nội,R1,,Cultivation,Cây màu lương thực khác,,,,Area_Planted,0.3,1000_ha,Actual,,,,,2009_02.md,PL2
d1e2f3a4-b5c6-7d8e-9f0a-1b2c3d4e5f6a,2009,2,2009-02-15,Monthly,Provincial,Hải Phòng,R1,,Cultivation,Lúa,Đông Xuân,,,Area_Planted,39.6,1000_ha,Actual,,,,,2009_02.md,PL2
e2f3a4b5-c6d7-8e9f-0a1b-2c3d4e5f6a7b,2009,2,2009-02-15,Monthly,Provincial,Hải Phòng,R1,,Cultivation,Mạ,,,,Area_Seedling,2.237,1000_ha,Actual,,,,,2009_02.md,PL2
f3a4b5c6-d7e8-9f0a-1b2c-3d4e5f6a7b8c,2009,2,2009-02-15,Monthly,Provincial,Hải Phòng,R1,,Cultivation,Cây màu lương thực,,,,Area_Planted,2.796,1000_ha,Actual,,,,,2009_02.md,PL2
a4b5c6d7-e8f9-0a1b-2c3d-4e5f6a7b8c9d,2009,2,2009-02-15,Monthly,Provincial,Hải Phòng,R1,,Cultivation,Cây màu lương thực khác,,,,Area_Planted,2.796,1000_ha,Actual,,,,,2009_02.md,PL2
b5c6d7e8-f9a0-1b2c-3d4e-5f6a7b8c9d0e,2009,2,2009-02-15,Monthly,Provincial,Vĩnh Phúc,R1,,Cultivation,Lúa,Đông Xuân,,,Area_Planted,26.175,1000_ha,Actual,,,,,2009_02.md,PL2
c6d7e8f9-a0b1-2c3d-4e5f-6a7b8c9d0e1f,2009,2,2009-02-15,Monthly,Provincial,Vĩnh Phúc,R1,,Cultivation,Cây màu lương thực,,,,Area_Planted,4.698,1000_ha,Actual,,,,,2009_02.md,PL2
d7e8f9a0-b1c2-3d4e-5f6a-7b8c9d0e1f2a,2009,2,2009-02-15,Monthly,Provincial,Vĩnh Phúc,R1,,Cultivation,Ngô,,,,Area_Planted,2.016,1000_ha,Actual,,,,,2009_02.md,PL2
e8f9a0b1-c2d3-4e5f-6a7b-8c9d0e1f2a3b,2009,2,2009-02-15,Monthly,Provincial,Vĩnh Phúc,R1,,Cultivation,Khoai lang,,,,Area_Planted,0.051,1000_ha,Actual,,,,,2009_02.md,PL2
f9a0b1c2-d3e4-5f6a-7b8c-9d0e1f2a3b4c,2009,2,2009-02-15,Monthly,Provincial,Vĩnh Phúc,R1,,Cultivation,Sắn,,,,Area_Planted,0.042,1000_ha,Actual,,,,,2009_02.md,PL2
a0b1c2d3-e4f5-6a7b-8c9d-0e1f2a3b4c5d,2009,2,2009-02-15,Monthly,Provincial,Vĩnh Phúc,R1,,Cultivation,Cây màu lương thực khác,,,,Area_Planted,2.589,1000_ha,Actual,,,,,2009_02.md,PL2
b1c2d3e4-f5a6-7b8c-9d0e-1f2a3b4c5d6f,2009,2,2009-02-15,Monthly,Provincial,Bắc Ninh,R1,,Cultivation,Lúa,Đông Xuân,,,Area_Planted,10.882,1000_ha,Actual,,,,,2009_02.md,PL2
c2d3e4f5-a6b7-8c9d-0e1f-2a3b4c5d6e7a,2009,2,2009-02-15,Monthly,Provincial,Bắc Ninh,R1,,Cultivation,Mạ,,,,Area_Seedling,3.357,1000_ha,Actual,,,,,2009_02.md,PL2
d3e4f5a6-b7c8-9d0e-1f2a-3b4c5d6e7f8b,2009,2,2009-02-15,Monthly,Provincial,Bắc Ninh,R1,,Cultivation,Cây màu lương thực,,,,Area_Planted,1.073,1000_ha,Actual,,,,,2009_02.md,PL2
e4f5a6b7-c8d9-0e1f-2a3b-4c5d6e7f8a9c,2009,2,2009-02-15,Monthly,Provincial,Bắc Ninh,R1,,Cultivation,Ngô,,,,Area_Planted,0.895,1000_ha,Actual,,,,,2009_02.md,PL2
f5a6b7c8-d9e0-1f2a-3b4c-5d6e7f8a9b0d,2009,2,2009-02-15,Monthly,Provincial,Bắc Ninh,R1,,Cultivation,Cây màu lương thực khác,,,,Area_Planted,0.178,1000_ha,Actual,,,,,2009_02.md,PL2
a6b7c8d9-e0f1-2a3b-4c5d-6e7f8a9b0c1e,2009,2,2009-02-15,Monthly,Provincial,Hải Dương,R1,,Cultivation,Lúa,Đông Xuân,,,Area_Planted,62.408,1000_ha,Actual,,,,,2009_02.md,PL2
b7c8d9e0-f1a2-3b4c-5d6e-7f8a9b0c1d2f,2009,2,2009-02-15,Monthly,Provincial,Hải Dương,R1,,Cultivation,Cây màu lương thực,,,,Area_Planted,4.75,1000_ha,Actual,,,,,2009_02.md,PL2
c8d9e0f1-a2b3-4c5d-6e7f-8a9b0c1d2e3a,2009,2,2009-02-15,Monthly,Provincial,Hải Dương,R1,,Cultivation,Ngô,,,,Area_Planted,3.5,1000_ha,Actual,,,,,2009_02.md,PL2
d9e0f1a2-b3c4-5d6e-7f8a-9b0c1d2e3f4b,2009,2,2009-02-15,Monthly,Provincial,Hải Dương,R1,,Cultivation,Khoai lang,,,,Area_Planted,1.25,1000_ha,Actual,,,,,2009_02.md,PL2
e0f1a2b3-c4d5-6e7f-8a9b-0c1d2e3f4a5c,2009,2,2009-02-15,Monthly,Provincial,Hưng Yên,R1,,Cultivation,Lúa,Đông Xuân,,,Area_Planted,32.163,1000_ha,Actual,,,,,2009_02.md,PL2
f1a2b3c4-d5e6-7f8a-9b0c-1d2e3f4a5b6d,2009,2,2009-02-15,Monthly,Provincial,Hưng Yên,R1,,Cultivation,Mạ,,,,Area_Seedling,0.217,1000_ha,Actual,,,,,2009_02.md,PL2
a2b3c4d5-e6f7-8a9b-0c1d-2e3f4a5b6c7e,2009,2,2009-02-15,Monthly,Provincial,Hưng Yên,R1,,Cultivation,Cây màu lương thực,,,,Area_Planted,6.487,1000_ha,Actual,,,,,2009_02.md,PL2
b3c4d5e6-f7a8-9b0c-1d2e-3f4a5b6c7d8f,2009,2,2009-02-15,Monthly,Provincial,Hưng Yên,R1,,Cultivation,Ngô,,,,Area_Planted,2.715,1000_ha,Actual,,,,,2009_02.md,PL2
c4d5e6f7-a8b9-0c1d-2e3f-4a5b6c7d8e9a,2009,2,2009-02-15,Monthly,Provincial,Hưng Yên,R1,,Cultivation,Khoai lang,,,,Area_Planted,0.091,1000_ha,Actual,,,,,2009_02.md,PL2
d5e6f7a8-b9c0-1d2e-3f4a-5b6c7d8e9f0b,2009,2,2009-02-15,Monthly,Provincial,Hà Nam,R1,,Cultivation,Lúa,Đông Xuân,,,Area_Planted,30.0,1000_ha,Actual,,,,,2009_02.md,PL2
e6f7a8b9-c0d1-2e3f-4a5b-6c7d8e9f0a1c,2009,2,2009-02-15,Monthly,Provincial,Hà Nam,R1,,Cultivation,Mạ,,,,Area_Seedling,0.022,1000_ha,Actual,,,,,2009_02.md,PL2
f7a8b9c0-d1e2-3f4a-5b6c-7d8e9f0a1b2d,2009,2,2009-02-15,Monthly,Provincial,Hà Nam,R1,,Cultivation,Cây màu lương thực,,,,Area_Planted,3.0,1000_ha,Actual,,,,,2009_02.md,PL2
a8b9c0d1-e2f3-4a5b-6c7d-8e9f0a1b2c3e,2009,2,2009-02-15,Monthly,Provincial,Hà Nam,R1,,Cultivation,Ngô,,,,Area_Planted,2.5,1000_ha,Actual,,,,,2009_02.md,PL2
b9c0d1e2-f3a4-5b6c-7d8e-9f0a1b2c3d4f,2009,2,2009-02-15,Monthly,Provincial,Hà Nam,R1,,Cultivation,Khoai lang,,,,Area_Planted,0.5,1000_ha,Actual,,,,,2009_02.md,PL2
c0d1e2f3-a4b5-6c7d-8e9f-0a1b2c3d4e5a,2009,2,2009-02-15,Monthly,Provincial,Nam Định,R1,,Cultivation,Lúa,Đông Xuân,,,Area_Planted,67.47,1000_ha,Actual,,,,,2009_02.md,PL2
d1e2f3a4-b5c6-7d8e-9f0a-1b2c3d4e5f6b,2009,2,2009-02-15,Monthly,Provincial,Nam Định,R1,,Cultivation,Cây màu lương thực,,,,Area_Planted,8.647,1000_ha,Actual,,,,,2009_02.md,PL2
e2f3a4b5-c6d7-8e9f-0a1b-2c3d4e5f6a7c,2009,2,2009-02-15,Monthly,Provincial,Nam Định,R1,,Cultivation,Ngô,,,,Area_Planted,2.2,1000_ha,Actual,,,,,2009_02.md,PL2
f3a4b5c6-d7e8-9f0a-1b2c-3d4e5f6a7b8d,2009,2,2009-02-15,Monthly,Provincial,Nam Định,R1,,Cultivation,Khoai lang,,,,Area_Planted,1.7,1000_ha,Actual,,,,,2009_02.md,PL2
a4b5c6d7-e8f9-0a1b-2c3d-4e5f6a7b8c9e,2009,2,2009-02-15,Monthly,Provincial,Nam Định,R1,,Cultivation,Cây màu lương thực khác,,,,Area_Planted,4.747,1000_ha,Actual,,,,,2009_02.md,PL2
b5c6d7e8-f9a0-1b2c-3d4e-5f6a7b8c9d0f,2009,2,2009-02-15,Monthly,Provincial,Thái Bình,R1,,Cultivation,Lúa,Đông Xuân,,,Area_Planted,63.55,1000_ha,Actual,,,,,2009_02.md,PL2
c6d7e8f9-a0b1-2c3d-4e5f-6a7b8c9d0e1a,2009,2,2009-02-15,Monthly,Provincial,Thái Bình,R1,,Cultivation,Mạ,,,,Area_Seedling,0.922,1000_ha,Actual,,,,,2009_02.md,PL2
d7e8f9a0-b1c2-3d4e-5f6a-7b8c9d0e1f2b,2009,2,2009-02-15,Monthly,Provincial,Thái Bình,R1,,Cultivation,Cây màu lương thực,,,,Area_Planted,2.69,1000_ha,Actual,,,,,2009_02.md,PL2
e8f9a0b1-c2d3-4e5f-6a7b-8c9d0e1f2a3c,2009,2,2009-02-15,Monthly,Provincial,Thái Bình,R1,,Cultivation,Ngô,,,,Area_Planted,2.44,1000_ha,Actual,,,,,2009_02.md,PL2
f9a0b1c2-d3e4-5f6a-7b8c-9d0e1f2a3b4d,2009,2,2009-02-15,Monthly,Provincial,Thái Bình,R1,,Cultivation,Cây màu lương thực khác,,,,Area_Planted,0.25,1000_ha,Actual,,,,,2009_02.md,PL2
a0b1c2d3-e4f5-6a7b-8c9d-0e1f2a3b4c5e,2009,2,2009-02-15,Monthly,Provincial,Ninh Bình,R1,,Cultivation,Lúa,Đông Xuân,,,Area_Planted,37.956,1000_ha,Actual,,,,,2009_02.md,PL2
b1c2d3e4-f5a6-7b8c-9d0e-1f2a3b4c5d6a,2009,2,2009-02-15,Monthly,Provincial,Ninh Bình,R1,,Cultivation,Mạ,,,,Area_Seedling,0.673,1000_ha,Actual,,,,,2009_02.md,PL2
c2d3e4f5-a6b7-8c9d-0e1f-2a3b4c5d6e7b,2009,2,2009-02-15,Monthly,Provincial,Ninh Bình,R1,,Cultivation,Cây màu lương thực,,,,Area_Planted,1.415,1000_ha,Actual,,,,,2009_02.md,PL2
