record_id,year,month,location_name,geo_level,sector,commodity,sub_item,attribute,value,unit,data_type,appendix_number,Unnamed: 13,has_number_prefix
80890316dfbed96e,2009,4,2. Thu hoạch lúa đông xuân miền Nam,Provincial,Cultivation,Lúa,Đông Xuân,Area_Harvested,881,1000_ha,Actual,PL1,,True
6b9a70dc72588dff,2008,4,"4. Gieo trồng rau, đậu các loại",Provincial,Cultivation,Rau đậu,,Area_Planted,4320,1000_ha,Actual,PL1,,True
fdc060d596c57a64,2008,5,1. Gieo cấy lúa hè thu miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,13446,1000_ha,Actual,PL1,,True
7944bb71a131d757,2008,5,2. Thu hoạch lúa đông xuân ở miền Nam,Provincial,Cultivation,Lúa,Đông Xuân,Area_Harvested,18441,1000_ha,Actual,PL1,,True
fd029cb0dfcf0cc4,2009,5,2. Thu hoạch lúa đông xuân ở miền Nam,Provincial,Cultivation,Lúa,Đông Xuân,Area_Harvested,974,1000_ha,Actual,PL1,,True
ebd1f76060f1be82,2008,5,"4. Gieo trồng rau, đậu các loại",Provincial,Cultivation,Rau đậu,,Area_Planted,5012,1000_ha,Actual,PL1,,True
476df248a43f6e54,2008,6,1. Thu hoạch lúa đông xuân miền Bắc658.8,Provincial,Cultivation,Lúa,Đông Xuân,Area_Harvested,9694,1000_ha,Actual,PL1,,True
0c2064b798223d2b,2009,6,1. Thu hoạch lúa đông xuân miền Bắc658.8,Provincial,Cultivation,Lúa,Đông Xuân,Area_Harvested,848,1000_ha,Actual,PL1,,True
ac56df2fa695388b,2008,6,"2. Gieo cấy lúa hè thu cả nước2,044.9",Provincial,Cultivation,Unknown,,Area_Planted,20168,1000_ha,Actual,PL1,,True
962156a66112fc26,2008,7,1. Thu hoạch lúa hè thu miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,5781,1000_ha,Actual,PL1,,True
7d966eaab091839e,2009,7,1. Thu hoạch lúa hè thu miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,310,1000_ha,Actual,PL1,,True
e0e4e12baded93cb,2008,7,2. Gieo cấy lúa mùa cả nước,Provincial,Cultivation,Unknown,,Area_Planted,11407,1000_ha,Actual,PL1,,True
2e72ad6ec1f9d3d5,2008,8,1. Thu hoạch lúa hè thu miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,12238,1000_ha,Actual,PL1,,True
3f1f00968ac7e3bc,2009,8,1. Thu hoạch lúa hè thu miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,602,1000_ha,Actual,PL1,,True
cc03971f2cba5439,2008,8,2. Gieo cấy lúa mùa cả nước,Provincial,Cultivation,Unknown,,Area_Planted,14642,1000_ha,Actual,PL1,,True
07d7f5f790f4c9b0,2008,9,1. Thu hoạch lúa hè thu ở miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,17856,1000_ha,Actual,PL1,,True
e3f1dbc00c3f2880,2009,9,1. Thu hoạch lúa hè thu ở miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,876,1000_ha,Actual,PL1,,True
17c290063c610aa9,2008,9,2. Gieo cấy lúa mùa cả nước,Provincial,Cultivation,Unknown,,Area_Planted,17042,1000_ha,Actual,PL1,,True
d53520dfb1d9d096,2008,10,1. Thu hoạch lúa mùa ở miền Bắc,Provincial,Cultivation,Unknown,,Area_Planted,7047,1000_ha,Actual,PL1,,True
b08e5f827ac8020b,2009,10,1. Thu hoạch lúa mùa ở miền Bắc,Provincial,Cultivation,Unknown,,Area_Planted,8851,1000_ha,Actual,PL1,,True
f9d22c4e5e746223,2008,10,2. Gieo cấy lúa mùa ở miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,7745,1000_ha,Actual,PL1,,True
684242bb9b96c1b7,2009,10,2. Gieo cấy lúa mùa ở miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,7595,1000_ha,Actual,PL1,,True
c1e386fcd4c07f81,2008,10,3. Gieo cấy lúa đông xuân ở miền Nam,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,2349,1000_ha,Actual,PL1,,True
60ceaaa199d4bbd3,2009,10,3. Gieo cấy lúa đông xuân ở miền Nam,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,2216,1000_ha,Actual,PL1,,True
54555f31b030ec7d,2008,10,4. Gieo trồng cây vụ đông ở miền Bắc,Provincial,Cultivation,Unknown,,Area_Planted,3374,1000_ha,Actual,PL1,,True
23f6b48764b9484c,2009,10,4. Gieo trồng cây vụ đông ở miền Bắc,Provincial,Cultivation,Unknown,,Area_Planted,3317,1000_ha,Actual,PL1,,True
e516d8c931c5a775,2008,11,1. Thu hoạch lúa mùa cả nước,Provincial,Cultivation,Unknown,,Area_Planted,14559,1000_ha,Actual,PL1,,True
4559a0e1d0f0fbca,2009,11,1. Thu hoạch lúa mùa cả nước,Provincial,Cultivation,Unknown,,Area_Planted,14733,1000_ha,Actual,PL1,,True
435d2b8909c36a62,2008,11,2. Gieo cấy lúa đông xuân ở miền Nam,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,2746,1000_ha,Actual,PL1,,True
07ab04505c8db814,2009,11,2. Gieo cấy lúa đông xuân ở miền Nam,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,3327,1000_ha,Actual,PL1,,True
7c5686a50f5613cc,2008,11,3. Gieo trồng cây vụ đông ở miền Bắc,Provincial,Cultivation,Unknown,,Area_Planted,3902,1000_ha,Actual,PL1,,True
d486aba04165dbef,2009,11,3. Gieo trồng cây vụ đông ở miền Bắc,Provincial,Cultivation,Unknown,,Area_Planted,4128,1000_ha,Actual,PL1,,True
56ddf6191ec60b49,2008,12,1. Gieo cấy lúa đông xuân ở miền Nam,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,10094,1000_ha,Actual,PL1,,True
c92d5046553d5487,2009,12,1. Gieo cấy lúa đông xuân ở miền Nam,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,12409,1000_ha,Actual,PL1,,True
22638b347ba76813,2008,12,2. Thu hoạch lúa mùa ở miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,4536,1000_ha,Actual,PL1,,True
b8c227ed9639f931,2009,12,2. Thu hoạch lúa mùa ở miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,4656,1000_ha,Actual,PL1,,True
76ad715e0b1c01ef,2008,12,3. Gieo trồng cây vụ đông ở miền Bắc,Provincial,Cultivation,Unknown,,Area_Planted,4375,1000_ha,Actual,PL1,,True
6c948fe66aef29a3,2009,12,3. Gieo trồng cây vụ đông ở miền Bắc,Provincial,Cultivation,Unknown,,Area_Planted,4407,1000_ha,Actual,PL1,,True
0d12e5376653079b,2009,1,1. Gieo cấy lúa đông xuân cả nước,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,18227.0,1000_ha,Actual,PL1,,True
416aac1998ea53e8,2010,1,1. Gieo cấy lúa đông xuân cả nước,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,18810.0,1000_ha,Actual,PL1,,True
14e60f6efc130247,2009,1,2. Thu hoạch lúa mùa miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,6803.0,1000_ha,Actual,PL1,,True
2fd38541b0e19e55,2010,1,2. Thu hoạch lúa mùa miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,6470.0,1000_ha,Actual,PL1,,True
f762a35120e044e5,2009,1,3. Gieo trồng màu lương thực(),Provincial,Cultivation,Màu lương thực,,Area_Planted,2824.0,1000_ha,Actual,PL1,,True
f6a2a66f3bd6eac0,2010,1,3. Gieo trồng màu lương thực(),Provincial,Cultivation,Màu lương thực,,Area_Planted,2981.0,1000_ha,Actual,PL1,,True
66755d44305086c4,2009,1,4. Gieo trồng cây công nghiệp ngắn ngày(),Provincial,Cultivation,Cây công nghiệp ngắn ngày,,Area_Planted,1047.0,1000_ha,Actual,PL1,,True
04a1605edc6b269b,2010,1,4. Gieo trồng cây công nghiệp ngắn ngày(),Provincial,Cultivation,Cây công nghiệp ngắn ngày,,Area_Planted,1272.0,1000_ha,Actual,PL1,,True
5938c0f92734c49c,2009,1,"5. Gieo trồng rau, đậu các loại()",Provincial,Cultivation,Rau đậu,,Area_Planted,2105.0,1000_ha,Actual,PL1,,True
28af4cd47c0e727f,2010,1,"5. Gieo trồng rau, đậu các loại()",Provincial,Cultivation,Rau đậu,,Area_Planted,2266.0,1000_ha,Actual,PL1,,True
18d95164cd94f877,2009,2,1. Gieo cấy lúa đông xuân cả nước1000ha,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,27739.0,1000_ha,Actual,PL1,,True
bbac5f840ab1aebf,2010,2,1. Gieo cấy lúa đông xuân cả nước1000ha,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,27427.0,1000_ha,Actual,PL1,,True
1768edeec1d0aecd,2009,2,2. Thu hoạch lúa đông xuân ở miền Nam1000ha,Provincial,Cultivation,Lúa,Đông Xuân,Area_Harvested,2865.0,1000_ha,Actual,PL1,,True
546de020f9f1f346,2010,2,2. Thu hoạch lúa đông xuân ở miền Nam1000ha,Provincial,Cultivation,Lúa,Đông Xuân,Area_Harvested,2680.0,1000_ha,Actual,PL1,,True
c7dbc5f2c55bace1,2009,2,3. Gieo trồng màu lương thực() 1000ha,Provincial,Cultivation,Màu lương thực,,Area_Planted,3685.0,1000_ha,Actual,PL1,,True
f2bf235041768bda,2010,2,3. Gieo trồng màu lương thực() 1000ha,Provincial,Cultivation,Màu lương thực,,Area_Planted,3793.0,1000_ha,Actual,PL1,,True
91afa67f4df655b2,2009,2,4. Gieo trồng cây công nghiệp ngắn ngày() 1000ha,Provincial,Cultivation,Cây công nghiệp ngắn ngày,,Area_Planted,2334.0,1000_ha,Actual,PL1,,True
0352110b719fb47a,2010,2,4. Gieo trồng cây công nghiệp ngắn ngày() 1000ha,Provincial,Cultivation,Cây công nghiệp ngắn ngày,,Area_Planted,2472.0,1000_ha,Actual,PL1,,True
159e47c9f43fc5bd,2009,2,"5. Gieo trồng rau, đậu các loại() """,Provincial,Cultivation,Rau đậu,,Area_Planted,3025.0,1000_ha,Actual,PL1,,True
cb32bb4866aba797,2010,2,"5. Gieo trồng rau, đậu các loại() """,Provincial,Cultivation,Rau đậu,,Area_Planted,3102.0,1000_ha,Actual,PL1,,True
b207bcdcd00bbcfc,2009,4,1. Gieo cấy lúa hè thu miền Nam441.2,Provincial,Cultivation,Unknown,,Area_Planted,6993.0,1000_ha,Actual,PL1,,True
43fc5924759ff5eb,2009,4,"2. Thu hoạch lúa đông xuân miền Nam1,653.2",Provincial,Cultivation,Lúa,Đông Xuân,Area_Harvested,17457.0,1000_ha,Actual,PL1,,True
20996e22e559ecb4,2010,4,"2. Thu hoạch lúa đông xuân miền Nam1,653.2",Provincial,Cultivation,Lúa,Đông Xuân,Area_Harvested,902.0,1000_ha,Actual,PL1,,True
70173c0c01de6c4f,2009,4,"4. Gieo trồng rau, đậu các loại432.0",Provincial,Cultivation,Rau đậu,,Area_Planted,4591.0,1000_ha,Actual,PL1,,True
44e9c7e0088931fd,2009,5,1. Gieo cấy lúa hè thu miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,13446.0,1000_ha,Actual,PL1,,True
45ad697401cf1679,2010,5,1. Gieo cấy lúa hè thu miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,12578.0,1000_ha,Actual,PL1,,True
fd029cb0dfcf0cc4,2009,5,2. Thu hoạch lúa đông xuân ở miền Nam,Provincial,Cultivation,Lúa,Đông Xuân,Area_Harvested,18441.0,1000_ha,Actual,PL1,,True
8df94a25983c7e9f,2010,5,2. Thu hoạch lúa đông xuân ở miền Nam,Provincial,Cultivation,Lúa,Đông Xuân,Area_Harvested,19137.0,1000_ha,Actual,PL1,,True
e40818ebe409ef3a,2009,5,"4. Gieo trồng rau, đậu các loại",Provincial,Cultivation,Rau đậu,,Area_Planted,5012.0,1000_ha,Actual,PL1,,True
c1d8b738880c13a3,2010,5,"4. Gieo trồng rau, đậu các loại",Provincial,Cultivation,Rau đậu,,Area_Planted,5088.0,1000_ha,Actual,PL1,,True
69efa5ab47d6cbf5,2009,6,1. Thu hoạch lúa đông xuân miền Bắc,Provincial,Cultivation,Lúa,Đông Xuân,Area_Harvested,9694.0,1000_ha,Actual,PL1,,True
1897825710c39fd4,2010,6,1. Thu hoạch lúa đông xuân miền Bắc,Provincial,Cultivation,Lúa,Đông Xuân,Area_Harvested,11008.0,1000_ha,Actual,PL1,,True
201babeb84e4e7aa,2009,6,2. Gieo cấy lúa hè thu cả nước,Provincial,Cultivation,Unknown,,Area_Planted,20168.0,1000_ha,Actual,PL1,,True
7f0b03c999c02545,2010,6,2. Gieo cấy lúa hè thu cả nước,Provincial,Cultivation,Unknown,,Area_Planted,18333.0,1000_ha,Actual,PL1,,True
7d966eaab091839e,2009,7,1. Thu hoạch lúa hè thu miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,7247.0,1000_ha,Actual,PL1,,True
a6f51cceb3b9217a,2010,7,1. Thu hoạch lúa hè thu miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,376.0,1000_ha,Actual,PL1,,True
3c795142290d37af,2009,7,2. Gieo cấy lúa mùa cả nước,Provincial,Cultivation,Unknown,,Area_Planted,11499.0,1000_ha,Actual,PL1,,True
9de324c187fc4aaa,2009,8,1. Thu hoạch lúa hè thu miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,11930.0,1000_ha,Actual,PL1,,True
af02b06085735f9a,2010,8,1. Thu hoạch lúa hè thu miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,609.0,1000_ha,Actual,PL1,,True
3f3b6d809d3bad04,2009,8,2. Gieo cấy lúa mùa cả nước,Provincial,Cultivation,Unknown,,Area_Planted,14069.0,1000_ha,Actual,PL1,,True
37049eea441227ba,2009,8,"3. Gieo trồng rau, màu, CCN ngắn ngày (*)",Provincial,Cultivation,Unknown,,Area_Planted,0.0,1000_ha,Actual,PL1,,True
e3f1dbc00c3f2880,2009,9,1. Thu hoạch lúa hè thu ở miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,17856.0,1000_ha,Actual,PL1,,True
45a1b53caf6d074b,2010,9,1. Thu hoạch lúa hè thu ở miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,17567.0,1000_ha,Actual,PL1,,True
ea676bc896eb084a,2009,9,2. Gieo cấy lúa mùa cả nước,Provincial,Cultivation,Unknown,,Area_Planted,16782.0,1000_ha,Actual,PL1,,True
cb0c2d2f7f5e11b3,2010,9,2. Gieo cấy lúa mùa cả nước,Provincial,Cultivation,Unknown,,Area_Planted,16466.0,1000_ha,Actual,PL1,,True
b08e5f827ac8020b,2009,10,1. Thu hoạch lúa mùa ở miền Bắc,Provincial,Cultivation,Unknown,,Area_Planted,8851.0,1000_ha,Actual,PL1,,True
297a4869e1ed2bb4,2010,10,1. Thu hoạch lúa mùa ở miền Bắc,Provincial,Cultivation,Unknown,,Area_Planted,8922.0,1000_ha,Actual,PL1,,True
684242bb9b96c1b7,2009,10,2. Gieo cấy lúa mùa ở miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,7139.0,1000_ha,Actual,PL1,,True
9056d918087528e1,2010,10,2. Gieo cấy lúa mùa ở miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,6654.0,1000_ha,Actual,PL1,,True
60ceaaa199d4bbd3,2009,10,3. Gieo cấy lúa đông xuân ở miền Nam,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,2216.0,1000_ha,Actual,PL1,,True
eaed3d19acd04d61,2010,10,3. Gieo cấy lúa đông xuân ở miền Nam,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,2004.0,1000_ha,Actual,PL1,,True
23f6b48764b9484c,2009,10,4. Gieo trồng cây vụ đông ở miền Bắc,Provincial,Cultivation,Unknown,,Area_Planted,3317.0,1000_ha,Actual,PL1,,True
f10186f0cdb5c9f2,2010,10,4. Gieo trồng cây vụ đông ở miền Bắc,Provincial,Cultivation,Unknown,,Area_Planted,3514.0,1000_ha,Actual,PL1,,True
4559a0e1d0f0fbca,2009,11,1. Thu hoạch lúa mùa cả nước,Provincial,Cultivation,Unknown,,Area_Planted,14733.0,1000_ha,Actual,PL1,,True
3f8c3211ed1d0194,2010,11,1. Thu hoạch lúa mùa cả nước,Provincial,Cultivation,Unknown,,Area_Planted,14534.0,1000_ha,Actual,PL1,,True
07ab04505c8db814,2009,11,2. Gieo cấy lúa đông xuân ở miền Nam,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,3327.0,1000_ha,Actual,PL1,,True
97d1e47786937f16,2010,11,2. Gieo cấy lúa đông xuân ở miền Nam,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,3791.0,1000_ha,Actual,PL1,,True
d486aba04165dbef,2009,11,3. Gieo trồng cây vụ đông ở miền Bắc,Provincial,Cultivation,Unknown,,Area_Planted,4128.0,1000_ha,Actual,PL1,,True
4d5e5c4f3e7b09dc,2010,11,3. Gieo trồng cây vụ đông ở miền Bắc,Provincial,Cultivation,Unknown,,Area_Planted,4231.0,1000_ha,Actual,PL1,,True
61b2c830becebb03,2009,12,"1. Gieo cấy lúa đông xuân ở miềnNam   Trong đó: + Đồng bằng sông CửuLong 2. Thu hoạch lúa mùa ở miền Nam   Trong đó: + Đồng bằng sông CửuLong 3. Gieo trồng cây vụ đông ở miền Bắc   Trong đó: - Ngô           - Khoai lang           - Đ ậu tương           - Rau, đ ậu các loại",Regional,Cultivation,Lúa,Đông Xuân,Area_Harvested,1.2409112084656103e+35,1000_ha,Actual,PL1,,True
9c7e61cd7af29a76,2010,12,"1. Gieo cấy lúa đông xuân ở miềnNam   Trong đó: + Đồng bằng sông CửuLong 2. Thu hoạch lúa mùa ở miền Nam   Trong đó: + Đồng bằng sông CửuLong 3. Gieo trồng cây vụ đông ở miền Bắc   Trong đó: - Ngô           - Khoai lang           - Đ ậu tương           - Rau, đ ậu các loại",Regional,Cultivation,Lúa,Đông Xuân,Area_Harvested,1.1659105854593851e+34,1000_ha,Actual,PL1,,True
416aac1998ea53e8,2010,1,1. Gieo cấy lúa đông xuân cả nước,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,18810.0,1000_ha,Actual,PL1,,True
4cb209a196e9997e,2011,1,1. Gieo cấy lúa đông xuân cả nước,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,19476.0,1000_ha,Actual,PL1,,True
2fd38541b0e19e55,2010,1,2. Thu hoạch lúa mùa miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,6470.0,1000_ha,Actual,PL1,,True
7a2bd4ece42e80dc,2011,1,2. Thu hoạch lúa mùa miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,6049.0,1000_ha,Actual,PL1,,True
f6a2a66f3bd6eac0,2010,1,3. Gieo trồng màu lương thực(),Provincial,Cultivation,Màu lương thực,,Area_Planted,2981.0,1000_ha,Actual,PL1,,True
de04a96a8c07286b,2011,1,3. Gieo trồng màu lương thực(),Provincial,Cultivation,Màu lương thực,,Area_Planted,2647.0,1000_ha,Actual,PL1,,True
04a1605edc6b269b,2010,1,4. Gieo trồng cây công nghiệp ngắn ngày(),Provincial,Cultivation,Cây công nghiệp ngắn ngày,,Area_Planted,1272.0,1000_ha,Actual,PL1,,True
9ca517d6006a6168,2011,1,4. Gieo trồng cây công nghiệp ngắn ngày(),Provincial,Cultivation,Cây công nghiệp ngắn ngày,,Area_Planted,1329.0,1000_ha,Actual,PL1,,True
28af4cd47c0e727f,2010,1,"5. Gieo trồng rau, đậu các loại()",Provincial,Cultivation,Rau đậu,,Area_Planted,2266.0,1000_ha,Actual,PL1,,True
b2c13b292435b188,2011,1,"5. Gieo trồng rau, đậu các loại()",Provincial,Cultivation,Rau đậu,,Area_Planted,2536.0,1000_ha,Actual,PL1,,True
947ed03e2cd4effe,2010,2,1. Gieo cấy lúa đông xuân cả nước,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,27427.0,1000_ha,Actual,PL1,,True
b75ed281e2e32595,2011,2,1. Gieo cấy lúa đông xuân cả nước,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,25807.0,1000_ha,Actual,PL1,,True
82c79abeea7ffa0e,2010,2,2. Thu hoạch lúa đông xuân ở miền Nam,Provincial,Cultivation,Lúa,Đông Xuân,Area_Harvested,2680.0,1000_ha,Actual,PL1,,True
08a2f363182b9938,2011,2,2. Thu hoạch lúa đông xuân ở miền Nam,Provincial,Cultivation,Lúa,Đông Xuân,Area_Harvested,3771.0,1000_ha,Actual,PL1,,True
910d68ca4d5992e6,2010,2,3. Gieo trồng màu lương thực(),Provincial,Cultivation,Màu lương thực,,Area_Planted,4283.0,1000_ha,Actual,PL1,,True
05fd2e979dc01c7b,2011,2,3. Gieo trồng màu lương thực(),Provincial,Cultivation,Màu lương thực,,Area_Planted,4147.0,1000_ha,Actual,PL1,,True
3af685c751d9a75c,2010,2,4. Gieo trồng cây công nghiệp ngắn ngày(),Provincial,Cultivation,Cây công nghiệp ngắn ngày,,Area_Planted,2472.0,1000_ha,Actual,PL1,,True
30f0f41dc089cf89,2011,2,4. Gieo trồng cây công nghiệp ngắn ngày(),Provincial,Cultivation,Cây công nghiệp ngắn ngày,,Area_Planted,2637.0,1000_ha,Actual,PL1,,True
1a1682d2e4babb06,2010,2,"5. Gieo trồng rau, đậu các loại()",Provincial,Cultivation,Rau đậu,,Area_Planted,3102.0,1000_ha,Actual,PL1,,True
3693ca64a2a94813,2011,2,"5. Gieo trồng rau, đậu các loại()",Provincial,Cultivation,Rau đậu,,Area_Planted,3200.0,1000_ha,Actual,PL1,,True
f1399dd9801019ea,2010,3,1. Gieo cấy lúa đông xuân cả nước,Provincial,Cultivation,Lúa,Đông Xuân,Area_Planted,30731.0,1000_ha,Actual,PL1,,True
0f80600c7b4269cb,2010,3,2. Thu hoạch lúa đông xuân miền Nam,Provincial,Cultivation,Lúa,Đông Xuân,Area_Harvested,10163.0,1000_ha,Actual,PL1,,True
7a6984b784b1ff19,2011,3,2. Thu hoạch lúa đông xuân miền Nam,Provincial,Cultivation,Lúa,Đông Xuân,Area_Harvested,514.0,1000_ha,Actual,PL1,,True
09f60ae147e19801,2010,3,3. Gieo cấy lúa hè thu ở ĐBSCL,Provincial,Cultivation,Unknown,,Area_Planted,1975.0,1000_ha,Actual,PL1,,True
52ae08775cea8478,2010,3,4. Gieo trồng màu lương thực(*),Provincial,Cultivation,Màu lương thực,,Area_Planted,5900.0,1000_ha,Actual,PL1,,True
3039a4f96b118c5b,2010,3,5. Gieo trồng cây công nghiệp ngắn ngày(*),Provincial,Cultivation,Cây công nghiệp ngắn ngày,,Area_Planted,4382.0,1000_ha,Actual,PL1,,True
1e0bce4bb26fe4dc,2010,3,"6. Gieo trồng rau, đậu các loại(*)",Provincial,Cultivation,Rau đậu,,Area_Planted,4059.0,1000_ha,Actual,PL1,,True
2720e862e249fe17,2010,4,1. Gieo cấy lúa hè thu miền Nam,Provincial,Cultivation,Unknown,,Area_Planted,6743.0,1000_ha,Actual,PL1,,True
9c5835be735abbd0,2010,4,2. Thu hoạch lúa đông xuân miền Nam,Provincial,Cultivation,Lúa,Đông Xuân,Area_Harvested,16487.0,1000_ha,Actual,PL1,,True
