record_id,year,month,report_date,geo_level,location_name,region_id,sector,commodity,sub_item,variety,attribute,value,unit,data_type,source_file
2008_12_MB_NGO_AREA_ACTUAL_Lào_Cai_M12,2008,12,2008-12-15,Provincial,Lào Cai,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Yên_Bái_M1,2008,1,2008-12-15,Provincial,Yên Bái,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Yên_Bái_M2,2008,2,2008-12-15,Provincial,Yên Bái,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Yên_Bái_M3,2008,3,2008-12-15,Provincial,Yên Bái,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Yên_Bái_M4,2008,4,2008-12-15,Provincial,Yên Bái,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Yên_Bái_M5,2008,5,2008-12-15,Provincial,Yên Bái,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Yên_Bái_M6,2008,6,2008-12-15,Provincial,Yên Bái,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Yên_Bái_M7,2008,7,2008-12-15,Provincial,Yên Bái,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Yên_Bái_M8,2008,8,2008-12-15,Provincial,Yên Bái,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Yên_Bái_M9,2008,9,2008-12-15,Provincial,Yên Bái,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Yên_Bái_M10,2008,10,2008-12-15,Provincial,Yên Bái,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Yên_Bái_M11,2008,11,2008-12-15,Provincial,Yên Bái,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Yên_Bái_M12,2008,12,2008-12-15,Provincial,Yên Bái,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Điện_Biên_M1,2008,1,2008-12-15,Provincial,Điện Biên,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Điện_Biên_M2,2008,2,2008-12-15,Provincial,Điện Biên,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Điện_Biên_M3,2008,3,2008-12-15,Provincial,Điện Biên,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Điện_Biên_M4,2008,4,2008-12-15,Provincial,Điện Biên,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Điện_Biên_M5,2008,5,2008-12-15,Provincial,Điện Biên,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Điện_Biên_M6,2008,6,2008-12-15,Provincial,Điện Biên,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Điện_Biên_M7,2008,7,2008-12-15,Provincial,Điện Biên,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Điện_Biên_M8,2008,8,2008-12-15,Provincial,Điện Biên,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Điện_Biên_M9,2008,9,2008-12-15,Provincial,Điện Biên,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Điện_Biên_M10,2008,10,2008-12-15,Provincial,Điện Biên,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Điện_Biên_M11,2008,11,2008-12-15,Provincial,Điện Biên,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Điện_Biên_M12,2008,12,2008-12-15,Provincial,Điện Biên,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Hòa_Bình_M1,2008,1,2008-12-15,Provincial,Hòa Bình,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Hòa_Bình_M2,2008,2,2008-12-15,Provincial,Hòa Bình,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Hòa_Bình_M3,2008,3,2008-12-15,Provincial,Hòa Bình,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Hòa_Bình_M4,2008,4,2008-12-15,Provincial,Hòa Bình,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Hòa_Bình_M5,2008,5,2008-12-15,Provincial,Hòa Bình,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Hòa_Bình_M6,2008,6,2008-12-15,Provincial,Hòa Bình,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Hòa_Bình_M7,2008,7,2008-12-15,Provincial,Hòa Bình,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Hòa_Bình_M8,2008,8,2008-12-15,Provincial,Hòa Bình,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Hòa_Bình_M9,2008,9,2008-12-15,Provincial,Hòa Bình,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Hòa_Bình_M10,2008,10,2008-12-15,Provincial,Hòa Bình,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Hòa_Bình_M11,2008,11,2008-12-15,Provincial,Hòa Bình,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Hòa_Bình_M12,2008,12,2008-12-15,Provincial,Hòa Bình,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Lai_Châu_M1,2008,1,2008-12-15,Provincial,Lai Châu,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Lai_Châu_M2,2008,2,2008-12-15,Provincial,Lai Châu,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Lai_Châu_M3,2008,3,2008-12-15,Provincial,Lai Châu,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Lai_Châu_M4,2008,4,2008-12-15,Provincial,Lai Châu,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Lai_Châu_M5,2008,5,2008-12-15,Provincial,Lai Châu,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Lai_Châu_M6,2008,6,2008-12-15,Provincial,Lai Châu,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Lai_Châu_M7,2008,7,2008-12-15,Provincial,Lai Châu,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Lai_Châu_M8,2008,8,2008-12-15,Provincial,Lai Châu,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Lai_Châu_M9,2008,9,2008-12-15,Provincial,Lai Châu,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Lai_Châu_M10,2008,10,2008-12-15,Provincial,Lai Châu,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Lai_Châu_M11,2008,11,2008-12-15,Provincial,Lai Châu,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Lai_Châu_M12,2008,12,2008-12-15,Provincial,Lai Châu,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Sơn_La_M1,2008,1,2008-12-15,Provincial,Sơn La,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Sơn_La_M2,2008,2,2008-12-15,Provincial,Sơn La,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Sơn_La_M3,2008,3,2008-12-15,Provincial,Sơn La,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Sơn_La_M4,2008,4,2008-12-15,Provincial,Sơn La,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Sơn_La_M5,2008,5,2008-12-15,Provincial,Sơn La,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Sơn_La_M6,2008,6,2008-12-15,Provincial,Sơn La,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Sơn_La_M7,2008,7,2008-12-15,Provincial,Sơn La,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Sơn_La_M8,2008,8,2008-12-15,Provincial,Sơn La,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Sơn_La_M9,2008,9,2008-12-15,Provincial,Sơn La,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Sơn_La_M10,2008,10,2008-12-15,Provincial,Sơn La,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Sơn_La_M11,2008,11,2008-12-15,Provincial,Sơn La,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Sơn_La_M12,2008,12,2008-12-15,Provincial,Sơn La,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Hà_Giang_M1,2008,1,2008-12-15,Provincial,Hà Giang,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Hà_Giang_M2,2008,2,2008-12-15,Provincial,Hà Giang,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Hà_Giang_M3,2008,3,2008-12-15,Provincial,Hà Giang,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Hà_Giang_M4,2008,4,2008-12-15,Provincial,Hà Giang,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Hà_Giang_M5,2008,5,2008-12-15,Provincial,Hà Giang,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Hà_Giang_M6,2008,6,2008-12-15,Provincial,Hà Giang,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Hà_Giang_M7,2008,7,2008-12-15,Provincial,Hà Giang,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Hà_Giang_M8,2008,8,2008-12-15,Provincial,Hà Giang,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Hà_Giang_M9,2008,9,2008-12-15,Provincial,Hà Giang,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Hà_Giang_M10,2008,10,2008-12-15,Provincial,Hà Giang,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Hà_Giang_M11,2008,11,2008-12-15,Provincial,Hà Giang,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Hà_Giang_M12,2008,12,2008-12-15,Provincial,Hà Giang,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Cao_Bằng_M1,2008,1,2008-12-15,Provincial,Cao Bằng,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Cao_Bằng_M2,2008,2,2008-12-15,Provincial,Cao Bằng,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Cao_Bằng_M3,2008,3,2008-12-15,Provincial,Cao Bằng,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Cao_Bằng_M4,2008,4,2008-12-15,Provincial,Cao Bằng,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Cao_Bằng_M5,2008,5,2008-12-15,Provincial,Cao Bằng,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Cao_Bằng_M6,2008,6,2008-12-15,Provincial,Cao Bằng,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
2008_12_MB_NGO_AREA_ACTUAL_Cao_Bằng_M7,2008,7,2008-12-15,Provincial,Cao Bằng,Northern,Cultivation,Ngô,Vụ Đông,,Area,12191.42857142857,ha,Actual,Phuluc_12_2008.md
