record_id,year,month,report_date,geo_level,location_name,region_id,sector,commodity,sub_item,variety,attribute,value,unit,data_type,source_file
2008_12_TQ_LUA_AREA_ACTUAL_Hải_Phòng_M6_DERIVED_OUT,2008,6,2008-12-15,Provincial,Hải Phòng,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hải_Phòng_M7,2008,7,2008-12-15,Provincial,Hải Phòng,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hải_Phòng_M7_DERIVED_OUT,2008,7,2008-12-15,Provincial,Hải Phòng,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hải_Phòng_M8,2008,8,2008-12-15,Provincial,Hải Phòng,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hải_Phòng_M8_DERIVED_OUT,2008,8,2008-12-15,Provincial,Hải Phòng,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hải_Phòng_M9,2008,9,2008-12-15,Provincial,Hải Phòng,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hải_Phòng_M9_DERIVED_OUT,2008,9,2008-12-15,Provincial,Hải Phòng,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hải_Phòng_M10,2008,10,2008-12-15,Provincial,Hải Phòng,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hải_Phòng_M10_DERIVED_OUT,2008,10,2008-12-15,Provincial,Hải Phòng,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hải_Phòng_M11,2008,11,2008-12-15,Provincial,Hải Phòng,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hải_Phòng_M11_DERIVED_OUT,2008,11,2008-12-15,Provincial,Hải Phòng,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hải_Phòng_M12,2008,12,2008-12-15,Provincial,Hải Phòng,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hải_Phòng_M12_DERIVED_OUT,2008,12,2008-12-15,Provincial,Hải Phòng,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hà_Nam_M1,2008,1,2008-12-15,Provincial,Hà Nam,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hà_Nam_M1_DERIVED_OUT,2008,1,2008-12-15,Provincial,Hà Nam,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hà_Nam_M2,2008,2,2008-12-15,Provincial,Hà Nam,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hà_Nam_M2_DERIVED_OUT,2008,2,2008-12-15,Provincial,Hà Nam,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hà_Nam_M3,2008,3,2008-12-15,Provincial,Hà Nam,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hà_Nam_M3_DERIVED_OUT,2008,3,2008-12-15,Provincial,Hà Nam,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hà_Nam_M4,2008,4,2008-12-15,Provincial,Hà Nam,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hà_Nam_M4_DERIVED_OUT,2008,4,2008-12-15,Provincial,Hà Nam,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hà_Nam_M5,2008,5,2008-12-15,Provincial,Hà Nam,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hà_Nam_M5_DERIVED_OUT,2008,5,2008-12-15,Provincial,Hà Nam,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hà_Nam_M6,2008,6,2008-12-15,Provincial,Hà Nam,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hà_Nam_M6_DERIVED_OUT,2008,6,2008-12-15,Provincial,Hà Nam,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hà_Nam_M7,2008,7,2008-12-15,Provincial,Hà Nam,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hà_Nam_M7_DERIVED_OUT,2008,7,2008-12-15,Provincial,Hà Nam,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hà_Nam_M8,2008,8,2008-12-15,Provincial,Hà Nam,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hà_Nam_M8_DERIVED_OUT,2008,8,2008-12-15,Provincial,Hà Nam,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hà_Nam_M9,2008,9,2008-12-15,Provincial,Hà Nam,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hà_Nam_M9_DERIVED_OUT,2008,9,2008-12-15,Provincial,Hà Nam,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hà_Nam_M10,2008,10,2008-12-15,Provincial,Hà Nam,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hà_Nam_M10_DERIVED_OUT,2008,10,2008-12-15,Provincial,Hà Nam,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hà_Nam_M11,2008,11,2008-12-15,Provincial,Hà Nam,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hà_Nam_M11_DERIVED_OUT,2008,11,2008-12-15,Provincial,Hà Nam,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hà_Nam_M12,2008,12,2008-12-15,Provincial,Hà Nam,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Hà_Nam_M12_DERIVED_OUT,2008,12,2008-12-15,Provincial,Hà Nam,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Nam_Định_M1,2008,1,2008-12-15,Provincial,Nam Định,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Nam_Định_M1_DERIVED_OUT,2008,1,2008-12-15,Provincial,Nam Định,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Nam_Định_M2,2008,2,2008-12-15,Provincial,Nam Định,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Nam_Định_M2_DERIVED_OUT,2008,2,2008-12-15,Provincial,Nam Định,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Nam_Định_M3,2008,3,2008-12-15,Provincial,Nam Định,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Nam_Định_M3_DERIVED_OUT,2008,3,2008-12-15,Provincial,Nam Định,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Nam_Định_M4,2008,4,2008-12-15,Provincial,Nam Định,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Nam_Định_M4_DERIVED_OUT,2008,4,2008-12-15,Provincial,Nam Định,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Nam_Định_M5,2008,5,2008-12-15,Provincial,Nam Định,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Nam_Định_M5_DERIVED_OUT,2008,5,2008-12-15,Provincial,Nam Định,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Nam_Định_M6,2008,6,2008-12-15,Provincial,Nam Định,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Nam_Định_M6_DERIVED_OUT,2008,6,2008-12-15,Provincial,Nam Định,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Nam_Định_M7,2008,7,2008-12-15,Provincial,Nam Định,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Nam_Định_M7_DERIVED_OUT,2008,7,2008-12-15,Provincial,Nam Định,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Nam_Định_M8,2008,8,2008-12-15,Provincial,Nam Định,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Nam_Định_M8_DERIVED_OUT,2008,8,2008-12-15,Provincial,Nam Định,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Nam_Định_M9,2008,9,2008-12-15,Provincial,Nam Định,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Nam_Định_M9_DERIVED_OUT,2008,9,2008-12-15,Provincial,Nam Định,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Nam_Định_M10,2008,10,2008-12-15,Provincial,Nam Định,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Nam_Định_M10_DERIVED_OUT,2008,10,2008-12-15,Provincial,Nam Định,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Nam_Định_M11,2008,11,2008-12-15,Provincial,Nam Định,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Nam_Định_M11_DERIVED_OUT,2008,11,2008-12-15,Provincial,Nam Định,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Nam_Định_M12,2008,12,2008-12-15,Provincial,Nam Định,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Nam_Định_M12_DERIVED_OUT,2008,12,2008-12-15,Provincial,Nam Định,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Ninh_Bình_M1,2008,1,2008-12-15,Provincial,Ninh Bình,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Ninh_Bình_M1_DERIVED_OUT,2008,1,2008-12-15,Provincial,Ninh Bình,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Ninh_Bình_M2,2008,2,2008-12-15,Provincial,Ninh Bình,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Ninh_Bình_M2_DERIVED_OUT,2008,2,2008-12-15,Provincial,Ninh Bình,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Ninh_Bình_M3,2008,3,2008-12-15,Provincial,Ninh Bình,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Ninh_Bình_M3_DERIVED_OUT,2008,3,2008-12-15,Provincial,Ninh Bình,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Ninh_Bình_M4,2008,4,2008-12-15,Provincial,Ninh Bình,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Ninh_Bình_M4_DERIVED_OUT,2008,4,2008-12-15,Provincial,Ninh Bình,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Ninh_Bình_M5,2008,5,2008-12-15,Provincial,Ninh Bình,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Ninh_Bình_M5_DERIVED_OUT,2008,5,2008-12-15,Provincial,Ninh Bình,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Ninh_Bình_M6,2008,6,2008-12-15,Provincial,Ninh Bình,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Ninh_Bình_M6_DERIVED_OUT,2008,6,2008-12-15,Provincial,Ninh Bình,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Ninh_Bình_M7,2008,7,2008-12-15,Provincial,Ninh Bình,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Ninh_Bình_M7_DERIVED_OUT,2008,7,2008-12-15,Provincial,Ninh Bình,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Ninh_Bình_M8,2008,8,2008-12-15,Provincial,Ninh Bình,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Ninh_Bình_M8_DERIVED_OUT,2008,8,2008-12-15,Provincial,Ninh Bình,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Ninh_Bình_M9,2008,9,2008-12-15,Provincial,Ninh Bình,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Ninh_Bình_M9_DERIVED_OUT,2008,9,2008-12-15,Provincial,Ninh Bình,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Ninh_Bình_M10,2008,10,2008-12-15,Provincial,Ninh Bình,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Ninh_Bình_M10_DERIVED_OUT,2008,10,2008-12-15,Provincial,Ninh Bình,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Ninh_Bình_M11,2008,11,2008-12-15,Provincial,Ninh Bình,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Ninh_Bình_M11_DERIVED_OUT,2008,11,2008-12-15,Provincial,Ninh Bình,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Ninh_Bình_M12,2008,12,2008-12-15,Provincial,Ninh Bình,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Ninh_Bình_M12_DERIVED_OUT,2008,12,2008-12-15,Provincial,Ninh Bình,,Cultivation,Lúa,Cả năm,,Output,645996.8253968254,ton,Actual,Phuluc_12_2008.md
2008_12_TQ_LUA_AREA_ACTUAL_Thái_Bình_M1,2008,1,2008-12-15,Provincial,Thái Bình,,Cultivation,Lúa,Cả năm,,Area,117453.96825396825,ha,Actual,Phuluc_12_2008.md
